Source,Common_name,Year,sexed_fish,unsexed_fish,lengthed,aged_fish,unread_otoliths
HKL,Starry Rockfish,2009,85,0,85,0,80
HKL,Starry Rockfish,2010,93,0,93,0,89
HKL,Starry Rockfish,2011,39,1,39,0,35
HKL,Starry Rockfish,2012,69,0,69,0,63
HKL,Starry Rockfish,2013,55,0,55,0,54
HKL,Starry Rockfish,2014,124,0,124,0,122
HKL,Starry Rockfish,2015,189,0,189,0,188
HKL,Starry Rockfish,2016,120,0,120,0,112
HKL,Starry Rockfish,2017,152,1,153,0,144
HKL,Starry Rockfish,2018,253,1,253,0,237
HKL,Starry Rockfish,2019,323,6,328,0,308
HKL,Treefish,2008,1,0,1,0,0
HKL,Treefish,2015,1,0,1,0,1
HKL,Treefish,2016,2,0,2,0,1
HKL,Treefish,2019,2,0,2,0,1
HKL,Vermilion Rockfish,2004,736,1,737,73,552
HKL,Vermilion Rockfish,2005,838,27,864,142,673
HKL,Vermilion Rockfish,2006,577,5,579,555,24
HKL,Vermilion Rockfish,2007,904,24,907,129,776
HKL,Vermilion Rockfish,2008,857,2,857,90,766
HKL,Vermilion Rockfish,2009,1062,6,1067,202,864
HKL,Vermilion Rockfish,2010,1151,3,1151,250,897
HKL,Vermilion Rockfish,2011,1325,3,1328,152,1166
HKL,Vermilion Rockfish,2012,1184,6,1184,169,1013
HKL,Vermilion Rockfish,2013,1224,12,1230,267,961
HKL,Vermilion Rockfish,2014,1698,9,1706,0,1696
HKL,Vermilion Rockfish,2015,1905,14,1911,0,1904
HKL,Vermilion Rockfish,2016,1905,14,1904,0,1863
HKL,Vermilion Rockfish,2017,2653,27,2649,0,1027
HKL,Vermilion Rockfish,2018,2645,17,2648,535,538
HKL,Vermilion Rockfish,2019,2233,35,2264,0,950
HKL,Widow Rockfish,2004,56,0,56,0,55
HKL,Widow Rockfish,2005,73,2,75,0,74
HKL,Widow Rockfish,2006,68,1,68,0,68
HKL,Widow Rockfish,2007,43,0,43,0,43
HKL,Widow Rockfish,2008,173,3,174,0,173
HKL,Widow Rockfish,2009,39,0,39,0,39
HKL,Widow Rockfish,2010,15,0,15,0,15
HKL,Widow Rockfish,2011,13,0,13,0,13
HKL,Widow Rockfish,2012,3,0,3,0,3
HKL,Widow Rockfish,2013,16,0,16,0,16
HKL,Widow Rockfish,2014,70,0,69,0,70
HKL,Widow Rockfish,2015,19,0,19,0,19
HKL,Widow Rockfish,2016,39,1,39,0,37
HKL,Widow Rockfish,2017,56,0,56,0,50
HKL,Widow Rockfish,2018,69,0,69,0,66
HKL,Widow Rockfish,2019,21,2,23,0,23
HKL,Yelloweye Rockfish,2004,1,0,1,0,1
HKL,Yelloweye Rockfish,2006,1,0,1,0,1
HKL,Yelloweye Rockfish,2007,3,0,3,0,3
HKL,Yelloweye Rockfish,2009,5,0,5,0,5
HKL,Yelloweye Rockfish,2010,2,0,2,0,2
HKL,Yelloweye Rockfish,2012,1,0,1,0,1
HKL,Yelloweye Rockfish,2015,13,0,13,0,13
HKL,Yelloweye Rockfish,2016,15,0,15,0,10
HKL,Yelloweye Rockfish,2017,15,0,15,0,15
HKL,Yelloweye Rockfish,2018,13,0,13,0,13
HKL,Yelloweye Rockfish,2019,17,0,17,0,16
HKL,Yellowtail Rockfish,2004,126,3,126,124,0
HKL,Yellowtail Rockfish,2005,107,25,122,0,122
HKL,Yellowtail Rockfish,2006,88,3,88,0,88
HKL,Yellowtail Rockfish,2007,119,12,119,0,119
HKL,Yellowtail Rockfish,2008,139,2,139,0,139
HKL,Yellowtail Rockfish,2009,79,6,80,0,80
HKL,Yellowtail Rockfish,2010,60,3,60,0,0
HKL,Yellowtail Rockfish,2011,78,52,126,0,1
HKL,Yellowtail Rockfish,2012,107,5,106,0,106
HKL,Yellowtail Rockfish,2013,93,6,96,0,95
HKL,Yellowtail Rockfish,2014,105,9,110,0,110
HKL,Yellowtail Rockfish,2015,78,2,78,0,78
HKL,Yellowtail Rockfish,2016,87,3,89,0,87
HKL,Yellowtail Rockfish,2017,46,0,46,0,40
HKL,Yellowtail Rockfish,2018,76,4,77,0,66
HKL,Yellowtail Rockfish,2019,67,4,69,0,61
